"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"ACADEMIA MARCO","mailcentro":"info@academiamarco.com"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"ALAÚN","mailcentro":"centroalaun@alaun.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"ANDALÁN","mailcentro":"iesandzaragoza@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"BAJO ARAGÓN","mailcentro":"cpifpbajoaragon@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"BAJO CINCA","mailcentro":"iesbcfraga@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"BENJAMÍN JARNÉS","mailcentro":"iesfuentes@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"BIELLO ARAGÓN","mailcentro":"iesbasabinanigo@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"CABAÑAS","mailcentro":"iesalmunia@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"CEFOR IZQUIERDO","mailcentro":"ciclos@izquierdofp.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"CINCO VILLAS","mailcentro":"iescvejea@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"CONDES DE ARAGÓN","mailcentro":"condesfp@condesfp.jazztel.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"CORONA DE ARAGÓN","mailcentro":"cpifpcorona@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"EL BUEN PASTOR","mailcentro":"secretaria@elbuenpastorzaragoza.net"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"EMILIO JIMENO","mailcentro":"iesejcalatayud@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"ESCUELAS PÍAS","mailcentro":"joseignaciobilbao@escolapiosemaus.org"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"FERNANDO LÁZARO CARRETER","mailcentro":"iesutrillas@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"GALLICUM","mailcentro":"ieszuera@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"HERMANOS ARGENSOLA","mailcentro":"ieshabarbastro@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"ÍTACA","mailcentro":"iesitazaragoza@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"LA LLITERA","mailcentro":"iestamarite@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"MAR DE ARAGÓN","mailcentro":"iescaspe@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"MARÍA AUXILIADORA","mailcentro":"titularzaragoza@salesianas.org"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"MIGUEL CATALÁN","mailcentro":"iesmcazaragoza@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"MONEGROS-GASPAR LAX","mailcentro":"iessarinena@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","mailcentro":"odsds@planalfa.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"PABLO SERRANO","mailcentro":"iesandorra@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"PABLO SERRANO","mailcentro":"iespsezaragoza@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"PEDRO CERRADA","mailcentro":"iesutebo@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"PLUS ULTRA","mailcentro":"centro@plusultraformacion.com"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"RODANAS","mailcentro":"iesepila@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"SAN VALERO","mailcentro":"infoces@svalero.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"SAN VICENTE DE PAÚL","mailcentro":"svpaulz@planalfa.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"SANTA EMERENCIANA","mailcentro":"iessemteruel@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"SANTIAGO HERNÁNDEZ","mailcentro":"iesshezaragoza@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"SANTO DOMINGO SAVIO","mailcentro":"colegio.monzon@salesianos.org"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"SIERRA DE GUARA","mailcentro":"iessguhuesca@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"SIGLO XXI","mailcentro":"iespedrola@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"TIEMPOS MODERNOS","mailcentro":"iestiemposmodernos@educa.aragon.es"
"codciclo":"ADG201","nombreciclo":"Gestión Administrativa","grado":"GMedio"-n-"nombrecentro":"TUBALCAÍN","mailcentro":"iestarazona@educa.aragon.es"
"codciclo":"ADG301","nombreciclo":"Administración y Finanzas","grado":"GSuperior"-n-"nombrecentro":"ANDALÁN","mailcentro":"iesandzaragoza@educa.aragon.es"
"codciclo":"ADG301","nombreciclo":"Administración y Finanzas","grado":"GSuperior"-n-"nombrecentro":"BAJO CINCA","mailcentro":"iesbcfraga@educa.aragon.es"
"codciclo":"ADG301","nombreciclo":"Administración y Finanzas","grado":"GSuperior"-n-"nombrecentro":"BIELLO ARAGÓN","mailcentro":"iesbasabinanigo@educa.aragon.es"
"codciclo":"ADG301","nombreciclo":"Administración y Finanzas","grado":"GSuperior"-n-"nombrecentro":"CABAÑAS","mailcentro":"iesalmunia@educa.aragon.es"
"codciclo":"ADG301","nombreciclo":"Administración y Finanzas","grado":"GSuperior"-n-"nombrecentro":"CEFOR IZQUIERDO","mailcentro":"ciclos@izquierdofp.es"
"codciclo":"ADG301","nombreciclo":"Administración y Finanzas","grado":"GSuperior"-n-"nombrecentro":"CINCO VILLAS","mailcentro":"iescvejea@educa.aragon.es"
"codciclo":"ADG301","nombreciclo":"Administración y Finanzas","grado":"GSuperior"-n-"nombrecentro":"COLEGIO MONTESSORI","mailcentro":"administracion@colegiomontessori.com"
"codciclo":"ADG301","nombreciclo":"Administración y Finanzas","grado":"GSuperior"-n-"nombrecentro":"CORONA DE ARAGÓN","mailcentro":"cpifpcorona@educa.aragon.es"
"codciclo":"ADG301","nombreciclo":"Administración y Finanzas","grado":"GSuperior"-n-"nombrecentro":"EL BUEN PASTOR","mailcentro":"secretaria@elbuenpastorzaragoza.net"
"codciclo":"ADG301","nombreciclo":"Administración y Finanzas","grado":"GSuperior"-n-"nombrecentro":"EMILIO JIMENO","mailcentro":"iesejcalatayud@educa.aragon.es"
"codciclo":"ADG301","nombreciclo":"Administración y Finanzas","grado":"GSuperior"-n-"nombrecentro":"FERNANDO LÁZARO CARRETER","mailcentro":"iesutrillas@educa.aragon.es"
