"provincia":"Huesca"-n-"nombrecentro":"BAJO CINCA","mailcentro":"iesbcfraga@educa.aragon.es"-n-"grado":"FPBasica"
"provincia":"Huesca"-n-"nombrecentro":"BAJO CINCA","mailcentro":"iesbcfraga@educa.aragon.es"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"BAJO CINCA","mailcentro":"iesbcfraga@educa.aragon.es"-n-"grado":"GSuperior"
"provincia":"Huesca"-n-"nombrecentro":"BALTASAR GRACIAN","mailcentro":"iesgraus@educa.aragon.es"-n-"grado":"FPBasica"
"provincia":"Huesca"-n-"nombrecentro":"BIELLO ARAGON","mailcentro":"iesbasabinanigo@educa.aragon.es"-n-"grado":"FPBasica"
"provincia":"Huesca"-n-"nombrecentro":"BIELLO ARAGON","mailcentro":"iesbasabinanigo@educa.aragon.es"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"BIELLO ARAGON","mailcentro":"iesbasabinanigo@educa.aragon.es"-n-"grado":"GSuperior"
"provincia":"Huesca"-n-"nombrecentro":"ESCUELAS PIAS","mailcentro":"joseignaciobilbao@escolapiosemaus.org"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"HERMANOS ARGENSOLA","mailcentro":"ieshabarbastro@educa.aragon.es"-n-"grado":"FPBasica"
"provincia":"Huesca"-n-"nombrecentro":"HERMANOS ARGENSOLA","mailcentro":"ieshabarbastro@educa.aragon.es"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"HERMANOS ARGENSOLA","mailcentro":"ieshabarbastro@educa.aragon.es"-n-"grado":"GSuperior"
"provincia":"Huesca"-n-"nombrecentro":"INSTITUTO DE FORMACION AGROAMBIENTAL","mailcentro":"ifaja@aragon.es"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"INSTITUTO DE FORMACION AGROAMBIENTAL","mailcentro":"ifaja@aragon.es"-n-"grado":"GSuperior"
"provincia":"Huesca"-n-"nombrecentro":"JOSE MOR DE FUENTES","mailcentro":"iesmonzon@educa.aragon.es"-n-"grado":"FPBasica"
"provincia":"Huesca"-n-"nombrecentro":"JOSE MOR DE FUENTES","mailcentro":"iesmonzon@educa.aragon.es"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"JOSE MOR DE FUENTES","mailcentro":"iesmonzon@educa.aragon.es"-n-"grado":"GSuperior"
"provincia":"Huesca"-n-"nombrecentro":"LA LLITERA","mailcentro":"iestamarite@educa.aragon.es"-n-"grado":"FPBasica"
"provincia":"Huesca"-n-"nombrecentro":"LA LLITERA","mailcentro":"iestamarite@educa.aragon.es"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"LA LLITERA","mailcentro":"iestamarite@educa.aragon.es"-n-"grado":"GSuperior"
"provincia":"Huesca"-n-"nombrecentro":"MARTINEZ VARGAS","mailcentro":"iesmvbarbastro@educa.aragon.es"-n-"grado":"FPBasica"
"provincia":"Huesca"-n-"nombrecentro":"MARTINEZ VARGAS","mailcentro":"iesmvbarbastro@educa.aragon.es"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"MARTINEZ VARGAS","mailcentro":"iesmvbarbastro@educa.aragon.es"-n-"grado":"GSuperior"
"provincia":"Huesca"-n-"nombrecentro":"MONEGROS-GASPAR LAX","mailcentro":"iessarinena@educa.aragon.es"-n-"grado":"FPBasica"
"provincia":"Huesca"-n-"nombrecentro":"MONEGROS-GASPAR LAX","mailcentro":"iessarinena@educa.aragon.es"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"MONTEARAGON","mailcentro":"cpifpmontearagon@educa.aragon.es"-n-"grado":"FPBasica"
"provincia":"Huesca"-n-"nombrecentro":"MONTEARAGON","mailcentro":"cpifpmontearagon@educa.aragon.es"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"MONTEARAGON","mailcentro":"cpifpmontearagon@educa.aragon.es"-n-"grado":"GSuperior"
"provincia":"Huesca"-n-"nombrecentro":"NTRA. SRA. DE GUAYENTE","mailcentro":"escuelahosteleria@guayente.info"-n-"grado":"FPBasica"
"provincia":"Huesca"-n-"nombrecentro":"NTRA. SRA. DE GUAYENTE","mailcentro":"escuelahosteleria@guayente.info"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"PIRAMIDE","mailcentro":"cpifppiramide@educa.aragon.es"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"PIRAMIDE","mailcentro":"cpifppiramide@educa.aragon.es"-n-"grado":"GSuperior"
"provincia":"Huesca"-n-"nombrecentro":"PIRAMIDE","mailcentro":"iespirhuesca@educa.aragon.es"-n-"grado":"FPBasica"
"provincia":"Huesca"-n-"nombrecentro":"PIRINEOS","mailcentro":"iespijaca@educa.aragon.es"-n-"grado":"FPBasica"
"provincia":"Huesca"-n-"nombrecentro":"PIRINEOS","mailcentro":"iespijaca@educa.aragon.es"-n-"grado":"GMedio"
"provincia":"Huesca"-n-"nombrecentro":"PIRINEOS","mailcentro":"iespijaca@educa.aragon.es"-n-"grado":"GSuperior"
