"grado":"FPBasica"-n-"nombrecentro":"ALAON","mailcentro":"centroalaun@alaun.es"-n-"codciclo":"FPB109","nombreciclo":"Servicios Comerciales","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"ANDALAN","mailcentro":"iesandzaragoza@educa.aragon.es"-n-"codciclo":"FPB102","nombreciclo":"Electricidad y Electronica","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"ANGEL SANZ BRIZ","mailcentro":"iesasbcasetas@educa.aragon.es"-n-"codciclo":"FPB104","nombreciclo":"Informatica y Comunicaciones","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"ARSENIO JIMENO","mailcentro":"info@centroformacion.ugt.org"-n-"codciclo":"FPB106","nombreciclo":"Mantenimiento de Vehiculos","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"BAJO ARAGON","mailcentro":"cpifpbajoaragon@educa.aragon.es"-n-"codciclo":"FPB106","nombreciclo":"Mantenimiento de Vehiculos","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"BAJO ARAGON","mailcentro":"iesalcaniz@educa.aragon.es"-n-"codciclo":"FPB101","nombreciclo":"Servicios Administrativos","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"BAJO ARAGON","mailcentro":"iesalcaniz@educa.aragon.es"-n-"codciclo":"FPB102","nombreciclo":"Electricidad y Electronica","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"BAJO CINCA","mailcentro":"iesbcfraga@educa.aragon.es"-n-"codciclo":"FPB101","nombreciclo":"Servicios Administrativos","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"BALTASAR GRACIAN","mailcentro":"iesgraus@educa.aragon.es"-n-"codciclo":"FPB121","nombreciclo":"Informatica de Oficina","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"BENJAMIN JARNES","mailcentro":"iesfuentes@educa.aragon.es"-n-"codciclo":"FPB101","nombreciclo":"Servicios Administrativos","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"BENJAMIN JARNES","mailcentro":"iesfuentes@educa.aragon.es"-n-"codciclo":"FPB102","nombreciclo":"Electricidad y Electronica","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"BIELLO ARAGON","mailcentro":"iesbasabinanigo@educa.aragon.es"-n-"codciclo":"FPB101","nombreciclo":"Servicios Administrativos","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"BIELLO ARAGON","mailcentro":"iesbasabinanigo@educa.aragon.es"-n-"codciclo":"FPB102","nombreciclo":"Electricidad y Electronica","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"BIELLO ARAGON","mailcentro":"iesbasabinanigo@educa.aragon.es"-n-"codciclo":"FPB105","nombreciclo":"Cocina y Restauracion","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"CABAÑAS","mailcentro":"iesalmunia@educa.aragon.es"-n-"codciclo":"FPB101","nombreciclo":"Servicios Administrativos","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"CEFOR IZQUIERDO","mailcentro":"ciclos@izquierdofp.es"-n-"codciclo":"FPB104","nombreciclo":"Informatica y Comunicaciones","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"CINCO VILLAS","mailcentro":"iescvejea@educa.aragon.es"-n-"codciclo":"FPB126","nombreciclo":"Profesional basico en instalaciones electrotecnicas y mecanica","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"CONDES DE ARAGON","mailcentro":"condesfp@condesfp.jazztel.es"-n-"codciclo":"FPB101","nombreciclo":"Servicios Administrativos","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"CONDES DE ARAGON","mailcentro":"condesfp@condesfp.jazztel.es"-n-"codciclo":"FPB102","nombreciclo":"Electricidad y Electronica","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"CORONA DE ARAGON","mailcentro":"iescorzaragoza@educa.aragon.es"-n-"codciclo":"FPB101","nombreciclo":"Servicios Administrativos","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"CORONA DE ARAGON","mailcentro":"iescorzaragoza@educa.aragon.es"-n-"codciclo":"FPB102","nombreciclo":"Electricidad y Electronica","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"DAMIAN FORMENT","mailcentro":"iesalcorisate@educa.aragon.es"-n-"codciclo":"FPB110","nombreciclo":"Carpinteria y Mueble","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"DE MOVERA","mailcentro":"cpifpmovera@educa.aragon.es"-n-"codciclo":"FPB107","nombreciclo":"Agrojardineria y Composiciones Florales","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"DE SAN BLAS","mailcentro":"ifpeteruel@educa.aragon.es"-n-"codciclo":"FPB116","nombreciclo":"Aprovechamientos Forestales","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"E.F.A. BOALARES","mailcentro":"boalares@efasdearagon.es"-n-"codciclo":"FPB116","nombreciclo":"Aprovechamientos Forestales","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"E.F.A. EL SALTO","mailcentro":"elsalto@efasdearagon.org"-n-"codciclo":"FPB115","nombreciclo":"Actividades Agropecuarias","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"E.F.A. LA NORIA","mailcentro":"lanoria@efasdearagon.org"-n-"codciclo":"FPB108","nombreciclo":"Peluqueria y Estetica","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"EL BUEN PASTOR","mailcentro":"secretaria@elbuenpastorzaragoza.net"-n-"codciclo":"FPB101","nombreciclo":"Servicios Administrativos","grado":"FPBasica"
"grado":"FPBasica"-n-"nombrecentro":"EMILIO JIMENO","mailcentro":"iesejcalatayud@educa.aragon.es"-n-"codciclo":"FPB126","nombreciclo":"Profesional basico en instalaciones electrotecnicas y mecanica","grado":"FPBasica"
